group_id	review_text	rating	category
1d21FqBXngcML-lq0CjFKA	Fernando and his brother are an amazing duo ! Arrived early and the car looks amazing ! Great Spring Training special on their website ! Thanks guys ! Our A4 has never looked better ! ! Will absolutely be using again .	5.0	business
1d21FqBXngcML-lq0CjFKA	I want to thank Fernando and the guys at Clean & Neat Auto for an exceptional job ! My Jeep Sahara spends a large deal of time riding around ( with 4 Labrador Retrievers ) in the clay & mud of New Mexico . In reality , never really thought it was possible to clean the mud and dog hair out . But these guys did it ! They even fixed the scratches along the body . GREAT job ! My hubby made a follow up appointment , for his truck this week . VERY HAPPYSent from my iPad	5.0	business
1d21FqBXngcML-lq0CjFKA	We contracted them in 8 / 15 / 2017 to detail our van and sedan ahead of a major family event . They were able to fit us in the very next day . They were super responsive and while they were not the cheapest , they were the most thorough . Would definitely recommend without reservation .	5.0	business
1d21FqBXngcML-lq0CjFKA	Best detail I have ever had . Oscar and his coworker were amazing ! I have four small children and they were able to remove the most ridiculous stains from my black leather seats . The best part is that they come to your home ! They are the only company I will ever use from now on !	5.0	business
1d21FqBXngcML-lq0CjFKA	Top of the line , there is no other way to say it ! Not only did my vehicles turn out great but so did all my co workers ! These guys did my car and 6 if my co workers at our office ! ! Hands done the best experience I have ever had with detailers ! ! ! Thank you again Clean & Neat ! ! !	5.0	business
1d21FqBXngcML-lq0CjFKA	These guys were able to make a crunch schedule happen right before the holiday ! They were even able to show up a little earlier than scheduled . When they were done , i walked out and literally said " WOW ! ! ! " I take pride in my truck and was quite pleased with the turnout . I will use them again	5.0	business
1d21FqBXngcML-lq0CjFKA	Excellent Job ! I am so extremely happy with the service . I have received many details , but nothing like this ! Very thorough and complete Job ! The professionalism and customer service was above par . Thank you Clean and Neat my Beauty shining !	5.0	business
1d21FqBXngcML-lq0CjFKA	I 'm extremely impressed with Clean & Neat . After overpaying for less than perfect work , I finally found these guys . I am super picky when it comes to my car . Luckily Joey and Andrew do phenomenal work . Friendly , great prices and they usually accommodate last minute service . I can 't recommend this detailer enough . Give Joey and Andrew a raise ! They deserve it .	5.0	business
1d21FqBXngcML-lq0CjFKA	I was really impressed with the job they did ; they came to my apartment and fully detailed my car in an hour . Can 't ask for much more .	5.0	business
1d21FqBXngcML-lq0CjFKA	I used Clean & Neat for the first time the morning of 2 / 21 / 17 . I needed a simple wash and vacuum as a test of their service . Fernando ( The owner ) along with Henry arrived right on time to wash my 2017 Ford Escape . They did a fantastic job . Windows perfect , check . Tires and wheels perfect , check . Interior perfect , check . I would highly recommend Fernando and his crew to clean your ride . I was very impressed ! ! ! ! ! !	5.0	business
1d21FqBXngcML-lq0CjFKA	No call no show for my appointment . I waited several hours for them , wasting my day off . I left several voicemails with no phone call back . I tried calling for a few days after that to see what happened and try to reschedule , but they never answer the phone . Looks like I 'm not the first & only to experience this kind of bad customer service judging by previous reviews . No communication from them since . I don 't know how one can run a profitable business like this.I would not recommend using ( or at least trying to use ) C & N.	1.0	business
1d21FqBXngcML-lq0CjFKA	The BESSSSSSST ! ! ! ! ! ! ! ! ! ! Ive tried soo many detailers and these guys are truly the best ! ! ! ! use Clean & Neat Auto Detailing ! !	5.0	business
1d21FqBXngcML-lq0CjFKA	Called them over to my home and they detailed my Porsche , Mercedes and my boat for the summer ! These guys are totally professional and left my vehicles in show room condition ! I would recommend them to anyone !	5.0	business
1d21FqBXngcML-lq0CjFKA	On time , professional and efficient . Great price as well . My vehicle was sparkling when they were finished . I 'm going to start hitting the $ 3 car washes and save for an annual detail with Clean & Neat for my cars .	5.0	business
1d21FqBXngcML-lq0CjFKA	Clean & Neat mobile detail provided professional work beyond what I expected . Car definitely hasn 't looked this good since I bought it . I would highly recommend for your detailing needs .	5.0	business
1d21FqBXngcML-lq0CjFKA	I had two cars get a full interior and exterior detail simultaneously , and in less than 3.5 hours both cars were immaculate . The guys do a great job , and the prices are incredibly affordable . Best of all , they come to you . Very highly recommended !	5.0	business
1d21FqBXngcML-lq0CjFKA	Joey and Andrew came to my home to detail my two cars and they did an amazing job ! They went above and beyond to help me with some damage claims through a car rental app and to help me with some more issues I had with my car . Their customer service was excellent , they kept me up to date with their progress , and they were very great overall . The end result of the detailing for both cars was amazing and I couldn 't be happier . Both of our cars look brand new . I would definitely recommend Clean & Neat to anyone needing their car detailed !	5.0	business
1d21FqBXngcML-lq0CjFKA	I just moved to Arizona from Washington and had never heard of mobile detailing . I found Clean and Neat from high Yelp reviews and very reasonable prices ! I will definitely be a return customer and recommend them as they did an incredible job . Fernando is awesome and runs a great business ! Thank you Clean and Neat .	5.0	business
1d21FqBXngcML-lq0CjFKA	I called and made an appointment with them and they said they would arrive between 8am-9am . They called and said they were outside at 8 : 30 . Very professional and made me feel like my car was in good hands . I just got my car and purchased it used and the leather seats were absolutely trashed . Once these guys were done , the seats and everything else looked brand new ! Not to mention , they cleaned my headlights and I couldn 't believe how good it looked . I will be recommending them to all of my friends and family . I already made another appointment next week for another one of my vehicles !	5.0	business
1d21FqBXngcML-lq0CjFKA	I booked this appointment online , they showed up on time exactly as they 'd said . I was sorta shocked , like most other people I expected them to be late because that 's what I 'm used to . When I looked at the truck when he wad finished I was shocked again , looked brand new inside and out . This was the best and easiest process , will use again .	5.0	business
