group_id	review_text	rating	category
0q_g4jpc9iod5swiru7n1g	Watch out . Rented my car on Wednesday . Broke my right foot on Thursday and cannot drive . Wanted to get my wife on as an authorized driver . They can 't do anything over the phone . They gave me two options : 1 ) have my wife drive as an unauthorized driver to their rental location so that we can change it . We assume all the risk , 2 ) HANS the local manager told me to drive with my left foot.Surely I 'm not the first person that 's encountered a situation like this , yet this company makes it very difficult to do business with .	1.0	business
0q_g4jpc9iod5swiru7n1g	I was forced to buy insurance even though my credit card offers primary coverage . The man at the counter was very condescending and made me feel like I wouldn 't get a car unless I signed the agreement including insurance . My $ 63 rental became $ 190 ! I called Chase and they reversed the charged , and apologized for the way I was treated . How sad that a credit card company is apologizing on behalf of this company ! !	1.0	business
0q_g4jpc9iod5swiru7n1g	This is by far the worst rental company ever . The customer service Roger Shader was ride and incompetent . They deceived me on items I purchased and would not reimburse me . The car I initially was given and paid an upgrade for was fill with smoke and ashes .	1.0	business
0q_g4jpc9iod5swiru7n1g	Poor service . The clerk at the desk was rude and apathetic . Her gestures were curt and not very personable , pointing fingers and ordering the next sale to come forward . She didn 't wear a name tag but we eventually heard her name was Renita . She tried selling additional services without giving us the price up front . We eventually learned It was an additional $ 70 dollars charge for a second driver . All in all , it wasn 't a pleasant experience . Honestly , a little enthusiasm and a friendly smile can go a long way . I hope our next experience will be more enjoyable .	1.0	business
0q_g4jpc9iod5swiru7n1g	This place isn 't a rip off . I booked a midsize and they only have 2 vehicles to choose from . I ask the lady in the garage how much for a size up and she said $ 20 more per day . She told the lady before me $ 20 total but me $ 20 a day . My car had ants , it was dirty and basic . $ 67 for a Nissan Sentra ! Never again .	1.0	business
0q_g4jpc9iod5swiru7n1g	Jennifer was outstanding . She is an asset to this company and was very quick to explain everything . She even gave me instructions on how to get to my destination .	5.0	business
0q_g4jpc9iod5swiru7n1g	Considering the other negative reviews , I was admittedly a bit nervous about renting from Dollar . My experience , however , was positive . The price was reasonable , the vehicle was clean , and I had no problems with the process . I appreciated that those working at the desk did not try to up sale by repeatedly " recommending " upgrades and additional services as many other car rental companies have in the past . The line moved a bit slowly when we picked up the car , but it was fairly busy .	4.0	business
0q_g4jpc9iod5swiru7n1g	The worst car rental company . That 's all . Just because you reserve a car a month ahead of time is no guarantee you will have a car when your flight arrives . We waited over an hour with no information until suddenly someone appeared and asked us to follow them . What a joke !	1.0	business
0q_g4jpc9iod5swiru7n1g	Is negative stars an option ? There are HUNDREDS of ROACHES in the rental car I just picked up .... Only saw them once the dome light came on as I was unpacking my bags . Filthy nasty and never again	1.0	business
0q_g4jpc9iod5swiru7n1g	Very unhappy with their services . They gave us a rental with paint on the passenger 's seat . My dress got ruined and I had to drive with a towel draped over the seat the whole 10 days we had the car . When I called the customer care number , they were very unhelpful and did not want to help in any way . Never renting from them again and will spread the word about their unprofessional services . Unhappy customer . They don 't even deserve one star .	1.0	business
