group_id	review_text	rating	category
0HSY1jGtyFuETZwaJN6rQQ	I wouldn 't suggest dining in . It seems like they don 't use their air conditioner and the place feels hot and swampy even during winter time . The street hippies in the area are in and out , and parking is a bit tight since it shares the lot with quite a few other businesses . Someone suggested to order their # 3 " Hunan Special Chicken . " It was just okay , but you get a big portion for the price which deserves a + 1 star .	3.0	business
0HSY1jGtyFuETZwaJN6rQQ	If you feel like Chinese this place is definitely better and better prices than Panda . It does take awhile for them to make your food so I would call ahead of time even when no ones there but their spicy chicken , lemon shrimp , pork is always awesome with fried rice . Normally I don 't like lo mein but theirs has just enough sauce and tastes so fresh .	4.0	business
0HSY1jGtyFuETZwaJN6rQQ	Outstanding food . The Lo mein shrimp and snow peas are to die for . The won ton soup is tasty along with the appetizers of deep fried shrimp , won ton wrappers and eggrolls . The Hunans are very generous with their dipping sauces . Im proud to serve Hunans to my out of state relatives and friends .	5.0	business
0HSY1jGtyFuETZwaJN6rQQ	If you do not want food poisoning , then do not eat here . The person I was with had to call out of work at 2 AM due to vomiting for a half hour straight from take out . I will never order from this place ever again . Save yourself the money , sleep and hopefully your stomach .	1.0	business
0HSY1jGtyFuETZwaJN6rQQ	Food is amazing . I 'm outside the delivery area , but it is worth the drive . They make the egg foo young wonderful ( where they put everything on top and not inside ) The Moo Shoo Pork is a family favorite , but they do run out at times ( it 's that good ) Hot and sour sizzling rice soup and the sesame chicken are some other favorites . A definite family run business they make common human errors , but always correct it and are always friendly when face to face .	5.0	business
0HSY1jGtyFuETZwaJN6rQQ	I just had Egg-drop Soup and an Egg Roll but both were tasty . It 's a hardy Egg Soup though ( I 'm a fan of brothier soups myself ) , with lots of carrots , peas , celery , bamboo , and water chestnuts . A little busy for my taste as far as Egg-drop goes but it was good and had the right consistency . The Egg Roll was meaty with that spiced sausage . Really enjoyed it.Lunch specials are good quantities and good prices , but I cant speak on their flavor . Otherwise , it 's what you 'd expect of a hole-in-the-wall Chinese place .	3.0	business
0HSY1jGtyFuETZwaJN6rQQ	Ewwww dude ... This wasn 't very good . After taking well over an hour to deliver food on a Thursday night .. It was cold , soggy , and not appetizing . I ordered the sesame chicken , which was really sweet and sour chicken sprinkled with sesame seeds . The crab puffs were soggy and under cooked . The only things thought was decent was the egg fried rice . I have yet to find a decent delivery place in tempe , and this makes me sad : (	2.0	business
0HSY1jGtyFuETZwaJN6rQQ	I 've been coming here for about 7 / 8 years now and it 's one of the BEST Chinese restaurants in Tempe . It 's affordable and the amount of food you get is so worth it . I always get the Hunan Special Chicken and it 's never a disappointment . The house fried rice is good too as well as the crab puffs . The couple that owns it is so friendly ! They know my family and I because we 're loyal customers and every time we go in with the kids they always give us a big bag of fortune cookies , who can say no to that ? !	5.0	business
0HSY1jGtyFuETZwaJN6rQQ	The Hunan special chicken is always great . The menu says that it spicy , but it 's usually not which is fine . The white rice is always fluffy and delicious . Crab puffs are divine . Although they 're sweet and sour dipping sauce is not the best it 's somewhat thin and water down . They always remember to include lots of soy sauce napkins and forks as well as spicy mustard and fortune cookies . Do deliveries very fast and their prices are reasonable . Have ordered from them several times and Im never disappointed . The lemon chicken chicken is tasty too .	4.0	business
0HSY1jGtyFuETZwaJN6rQQ	Found this place back when i was a student at Al Collins Graphic Design . Best Chinese Food in Tempe . You get a huge portion for the price , and everything is oh so good . Best mom and pop Chinese cuisine around .	5.0	business
0HSY1jGtyFuETZwaJN6rQQ	The Best I 've fond outside of New Jersey ! The best ! To find food this Good this far from the East Coast is awesome ! Feels like home .	5.0	business
0HSY1jGtyFuETZwaJN6rQQ	Good food - I ordered beef broccoli and lemon chicken ( the lemon chicken was deep-fried which I wasn 't expecting , but it was alright ! I 'd order these again ) . The deep-fried wontons were great and the egg roles were some of the best I 've had ( not slimy on the inside like many places I 've been to ) . I ordered delivery and it took 1h 10mins to get here : ( but it came HOT so I was okay with that : )	4.0	business
0HSY1jGtyFuETZwaJN6rQQ	Hunan Chicken is amazing , fried chicken mixed with chinese cuisine . Couldn 't eat everything unfortunately as they have large portions , but the food was excellent . Not something I would 've gone to if it weren 't for recommendations . Glad I am always up to try new things because this was excellent .	5.0	business
0HSY1jGtyFuETZwaJN6rQQ	One day I walked in and noticed the cook sitting in the dinning area , while I waited to order I notice him dig in his nose , then walk back to the kitchen and didnt wash his hands , I wasnt sure so I walked around to the kitchen to peek in and I was right ... I then told the owner and his wife and they made him wash his hands . I walked out .... will not be back .	1.0	business
0HSY1jGtyFuETZwaJN6rQQ	Couldn 't even finish the meal it was so terrible . Got the sesame chicken and it had very little flavor , was chewy , and was full of what I 'm pretty sure were the tendons . The side of fried rice was just rice , saw maybe three peas in the whole side and nothing else . There are much better options for Chinese food in Tempe , look elsewhere for lunch or dinner .	1.0	business
0HSY1jGtyFuETZwaJN6rQQ	So good ! I recommend the Hunan chicken combo . My girl friend loves the cream puffs . I have had some issues with deliveries , but overall this place is great .	5.0	business
0HSY1jGtyFuETZwaJN6rQQ	I love this place . Their salt and pepper pork isn 't on the menu , but it 's their Thursday daily special and you can order it any day of the week . The owners are always so nice , which makes me happy as a return customer .	5.0	business
0HSY1jGtyFuETZwaJN6rQQ	Bleh . This place looks pretty rough , but it 's been here for a long time and I was thinking that the food must be pretty good if it 's survived that long . Wrong . I 'd say that at least half of my Hunan chicken & shrimp combo went in the trash . I could 've done better with Panda Express and I 'll be eating a bowl of Cap 'n Crunch in hour or two.Fortune cookie : Desire , like the atom , is explosive with creative force . In bed .	1.0	business
0HSY1jGtyFuETZwaJN6rQQ	Dude . I thought it was good . Hunan Special Chicken is similar to Orange Chicken but less syrupy . Vegetable Lo Mein had lots of vegetables . The order was cooked quickly and portions are very large - good value for the price .	4.0	business
0HSY1jGtyFuETZwaJN6rQQ	This place is marvelous . Their special combos are only $ 7 and they are very friendly and quick . I 'd recommend anyone looking for a quick bite of tasty Chinese food to come to Hunan express . This place is my go-to Chinese restaurant .	5.0	business
0HSY1jGtyFuETZwaJN6rQQ	Hands down the BEST crab puffs I 've ever had . I 'm comparing this to the many Chinese places I 've been to in San Francisco and LA and OMG it 's heavenly explosions of creamy cheesy fried goodness ! ! I 've had their fried race and it 's pretty delicious and they gave big portions . I 'm not sure why they 're not rated higher . I mean , this is a hole in the wall , not a fancy family restaurant or anything . Lack of ambiance , but it 's really cheap , good eats . Egg rolls are good too : )	5.0	business
0HSY1jGtyFuETZwaJN6rQQ	First impressions last . So I 'm going to have another delivery from this place next time . And I 'm going to try the Hunan Chicken that everyone is saying , is good . I had Chicken Chopsuey and I thought it was very tasty - chicken is tender , sauce not bland , veggies are fresh . Delivery is abou 45 minutes but IMO worth it .	4.0	business
